title,channel,published_at,url,sentiment_score,sentiment_label
मैराथन🔥डिजिटल मार्केटिंग कंप्लीट✅BA 3rd सेमेस्टर digital marketing ba/bsc/bcom 3rd semester marathon,AIM WITH SHIVAM- BA BSc BCom | Govt Exams,2025-12-03T15:49:50Z,https://www.youtube.com/watch?v=qgCcHhRnzsk,0.0,Neutral
Focus on your skill-digital marketing  For link-​⁠ comment @DigiTalesbyPrachi  on Instagram#digital,DigiTales by Prachi,2025-12-03T15:43:24Z,https://www.youtube.com/watch?v=YZau0hFReMY,0.0,Neutral
Digital Marketing Pricing Ka Sabse Simple Formula!😉,TrendBrandz,2025-12-03T15:40:25Z,https://www.youtube.com/watch?v=lRvx-a2-MQ0,0.0,Neutral
Why Digital Marketing is Important,EASELLI,2025-12-03T14:33:50Z,https://www.youtube.com/watch?v=L69u9TYGKHQ,0.2023,Positive
10 Digital Marketing Skills for 2025 That Will Make You Rich 💰📈,PK DigiProfit ,2025-12-03T14:30:29Z,https://www.youtube.com/watch?v=XvL2ZLbU5NM,0.5574,Positive
Digital Marketing Student Chandu Success story | Digital Brolly #shorts #ytshorts #studentJourney,Digital Brolly,2025-12-03T14:30:59Z,https://www.youtube.com/watch?v=pygLtYcT6HA,0.5719,Positive
4 фактора успеха хорошего маркетолога #бизнес #маркетинг  #digitalmarketing  #бизнесвсети,Виктор Буланенко,2025-12-03T14:18:37Z,https://www.youtube.com/watch?v=3uEDjzSo0RE,0.0,Neutral
Digital marketing full course 2026 | Class-07 | ডিজিটাল মার্কেটিং ফুল কোর্স ২০২৬ | Skillup Institute,Skillup Institute,2025-12-03T14:00:01Z,https://www.youtube.com/watch?v=WW1a4G3a8Jg,0.0,Neutral
Boost Your Online Presence with Smart Digital Marketing Strategies | Numrex,Numrex,2025-12-03T14:00:12Z,https://www.youtube.com/watch?v=5dwH5hCIAoc,0.6597,Positive
MARKETING Y COMUNICACIÓN DIGITAL | UNAC,Canal UNAC,2025-12-03T13:53:17Z,https://www.youtube.com/watch?v=KqvnWmoF1bQ,0.0,Neutral
Grow your business with Digital marketing services,Digital service ,2025-12-03T13:15:43Z,https://www.youtube.com/watch?v=n2rYmSDTE3Y,0.0,Neutral
How AI Elevates Search Teams &amp; Demands New KPIs  #aeo #digitalmarketing #contentmarketing,Conductor,2025-12-03T13:01:23Z,https://www.youtube.com/watch?v=Zm_rXjMz1BQ,0.0,Neutral
Best laptop for digital marketing work💥🔥 #laptop #sell #hp #ytshorts,AH BD VLOGS,2025-12-03T13:01:13Z,https://www.youtube.com/watch?v=Vsv3yWM-Fnw,0.0772,Positive
Learn about Digital Marketing,Gyani Brothers,2025-12-03T12:59:00Z,https://www.youtube.com/watch?v=P0DM3wtEZ8U,0.0,Neutral
Vise Interiors | Pandssa Web Media | Digital Marketing Agency in Chennai,Pandssa Ads,2025-12-03T12:53:55Z,https://www.youtube.com/watch?v=QdG-47VXXyM,0.0,Neutral
Digital Marketing walo ka Trend 😂😂 #digitalmarketing #seo #trendingshort,Digital_Growth,2025-12-03T12:53:25Z,https://www.youtube.com/watch?v=EI8KiHvAxF4,0.7003,Positive
Digital Marketing kya hai? 1 Min mein samjho 🚀 #DigitalMarketing #Shorts,DTE Aniket,2025-12-03T12:31:27Z,https://www.youtube.com/watch?v=twGkJiecZG4,0.0,Neutral
Meta Ads ki kanaba impotence of Meta Ads#metaads#digitalmarketing#marketing#manipur#skills,R. Khamma Maring,2025-12-03T12:00:38Z,https://www.youtube.com/watch?v=_6Etct5cMzM,0.0,Neutral
বেকারত্ব থেকে মুক্তির সেরা উপায় 🚀 Digital Marketing A-Z #degitalmarketing  #shorts,NUR VAI OFFICIAL ,2025-12-03T11:47:44Z,https://www.youtube.com/watch?v=DFLydv0P6pg,0.0,Neutral
Digital marketing isn&#39;t just about posting content  #digitalmarketing #digitalmarketingagency#shorts,Marketify Hub,2025-12-03T11:30:54Z,https://www.youtube.com/watch?v=Ls8BcfjhU-4,0.0,Neutral
Nigeria Online Digital Marketing Forums Free Business Advertising Websites is 7hubent Tech #7hubent,7HUBENT TECH ,2025-12-03T10:47:10Z,https://www.youtube.com/watch?v=EzNM1g5lkQg,0.5106,Positive
Free Full Advanced Digital Marketing Course in Telugu 2026 #digitalmarketingintelugu #seotelugu,Digital BVR Alpha Community,2025-12-03T10:24:53Z,https://www.youtube.com/watch?v=GZONOTPF4Kg,0.6486,Positive
🔥Meesho Flipkart &amp; Amazon Best Selling Products 2025 | Low Investment High Profit Products,Madan alls,2025-12-03T10:08:58Z,https://www.youtube.com/watch?v=HpJoDvmTg90,0.7717,Positive
I make ai creatives for ￼ digital marketing #marketing #digitalmarketing ￼,Кирилл Зимонин ,2025-12-03T09:54:13Z,https://www.youtube.com/watch?v=SqFKS5LBIZQ,0.0,Neutral
1 Reel cost? | Markpati Digital marketing Agency in Patna - 8084138833,Rajesh Prajapati,2025-12-03T09:16:36Z,https://www.youtube.com/watch?v=zto8msvDyGA,0.0,Neutral
Nigeria online Free Business Advertising Website for Digital Marketing Forums #7hubent #shorts,7HUBENT TECH ,2025-12-03T09:12:57Z,https://www.youtube.com/watch?v=feVSSpW2YMU,0.5106,Positive
What Digital Marketing Really Does in 2025 (Simple Explanation!),Abdullah Zahid,2025-12-03T08:42:07Z,https://www.youtube.com/watch?v=HsDCWDsdamk,0.0,Neutral
Dijital Pazarlama ve Yapay Zeka: Markaların Ajandası | Webrazzi Summit 2025,Webrazzi,2025-12-03T08:28:01Z,https://www.youtube.com/watch?v=DU5J9e69PbI,0.0,Neutral
Digital Marketing Course Review by Yasir | Ventureheap Academy #digitalmarketingcourse,Ventureheap Academy ,2025-12-03T08:15:06Z,https://www.youtube.com/watch?v=g9m7Oo1lQGE,0.0,Neutral
നിങ്ങളുടെ ബിസിനസ്സിൽ Sales കൂടുന്നില്ലേ? | How to Get Quality Leads? | Digital Marketing Malayalam,Rahul cu,2025-12-03T08:10:27Z,https://www.youtube.com/watch?v=675794d-DVI,0.0,Neutral
How Digital Marketing Helps Build Powerful Online Brands | Numrex,Numrex,2025-12-03T08:01:12Z,https://www.youtube.com/watch?v=oy7zoBg-jn0,0.6597,Positive
Wanna know about Digital Marketing?,Cognify Media,2025-12-03T07:56:39Z,https://www.youtube.com/watch?v=rAre5Kc4s28,0.0,Neutral
Here Celebrating another Digital Marketing success story!,Transorze,2025-12-03T06:30:24Z,https://www.youtube.com/watch?v=k5S4ExW0z5g,0.8268,Positive
Digital Marketing Specialist to join Royal Medical Group | #KuwaitJobsNews,Kuwait Jobs News,2025-12-03T05:05:07Z,https://www.youtube.com/watch?v=G5N_BcOCUU8,0.296,Positive
Start making money online today with the  digital marketing system I found,Wendy Robinson | How to Travel & Make Money,2025-12-03T04:44:24Z,https://www.youtube.com/watch?v=93SvtYLHRPI,0.0,Neutral
"Velocity Education - Real Stories, Real Success - Carmela, Digital Marketing Student (MELBOURNE)",Velocity Education,2025-12-03T02:58:26Z,https://www.youtube.com/watch?v=UhIIq5rIQdQ,0.5719,Positive
Digital Marketing Secrets: From Startup to Faith #shorts,Cross Talk,2025-12-03T01:04:45Z,https://www.youtube.com/watch?v=CbxLq79XS0o,0.4215,Positive
How To Advertise Digital Marketing Master Resell Rights Digital Products Business Resell Rights,Simeon Tuitt,2025-12-02T22:16:19Z,https://www.youtube.com/watch?v=KCqAQr2PsZ4,0.0,Neutral
How To Advertise Digital Marketing Master Resell Rights Digital Products Business Resell Rights,Simeon Tuitt,2025-12-02T20:39:27Z,https://www.youtube.com/watch?v=MLpAkaheFEc,0.0,Neutral
How To Advertise Digital Marketing Master Resell Rights Digital Products Business Resell Rights,Simeon Tuitt,2025-12-02T20:35:24Z,https://www.youtube.com/watch?v=H_Q1vsQ0840,0.0,Neutral
Digital marketing things nobody knows,Edward Sturm,2025-12-02T20:34:22Z,https://www.youtube.com/watch?v=G2ui7gG7s4Q,0.0,Neutral
How To Advertise Digital Marketing Master Resell Rights Digital Products Business Resell Rights,Simeon Tuitt,2025-12-02T20:34:50Z,https://www.youtube.com/watch?v=hwrCIzAiy6c,0.0,Neutral
Where is the clarity ? || Hypnotic Digital Marketing|| Shalu P Ram,Dr Vibin Raj Kuttivara Hypnotic Digital Marketing ,2025-12-02T18:06:28Z,https://www.youtube.com/watch?v=HAGmZuZ87Cg,0.4019,Positive
How To Advertise Digital Marketing Master Resell Rights Digital Products Business Resell Rights,Simeon Tuitt,2025-12-02T17:57:52Z,https://www.youtube.com/watch?v=VJLMZ6ZtfqI,0.0,Neutral
How To Advertise Digital Marketing Master Resell Rights Digital Products Business Resell Rights,Simeon Tuitt,2025-12-02T17:57:07Z,https://www.youtube.com/watch?v=_64KiTOeiJA,0.0,Neutral
